pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	greedytigs	11	na	runsapprox	0.19	0.00	0.18	97%	13776	1440	0	0.201273
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.1	greedytigs	11	na	default	0.27	0.03	0.29	119%	25200	0	0	0.287788
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.1	greedytigs	11	na	ones	0.16	0.00	0.15	97%	6256	2520	0	0.169258
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	greedytigs	11	na	runsapprox	0.37	0.02	0.34	98%	24796	0	0	0.380782
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.2	greedytigs	11	na	default	0.39	0.04	0.45	126%	29952	0	0	0.411122
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.2	greedytigs	11	na	ones	0.33	0.01	0.31	97%	8424	0	0	0.337273
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	greedytigs	11	na	runsapprox	0.73	0.03	0.68	98%	45960	3984	0	0.733788
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.3	greedytigs	11	na	default	0.41	0.02	0.50	128%	33648	0	0	0.429206
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.3	greedytigs	11	na	ones	0.56	0.02	0.52	99%	12648	4824	0	0.565746
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	greedytigs	11	na	runsapprox	1.36	0.04	1.31	99%	76728	0	0	1.369219
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.4	greedytigs	11	na	default	0.38	0.03	0.46	130%	31732	0	0	0.401283
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.4	greedytigs	11	na	ones	0.49	0.02	0.45	96%	12648	3040	0	0.502298
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	greedytigs	11	na	runsapprox	1.50	0.02	1.45	98%	95592	2136	0	1.508277
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.5	greedytigs	11	na	default	0.31	0.05	0.35	129%	28828	0	0	0.331079
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.5	greedytigs	11	na	ones	0.45	0.01	0.42	97%	12648	792	0	0.457117
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	greedytigs	11	na	runsapprox	1.99	0.09	1.88	98%	109580	4320	0	2.000318
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.6	greedytigs	11	na	default	0.22	0.03	0.25	127%	25728	0	0	0.240771
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.6	greedytigs	11	na	ones	0.51	0.01	0.49	98%	21096	2784	0	0.515446
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	greedytigs	11	na	runsapprox	1.95	0.07	1.86	99%	146028	2016	0	1.957959
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.7	greedytigs	11	na	default	0.15	0.01	0.19	133%	23088	0	0	0.172781
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.7	greedytigs	11	na	ones	0.60	0.02	0.58	99%	21096	4456	0	0.611201
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	greedytigs	11	na	runsapprox	1.90	0.05	1.84	99%	162700	0	0	1.913409
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.8	greedytigs	11	na	default	0.13	0.02	0.15	129%	21504	0	0	0.153777
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.8	greedytigs	11	na	ones	0.58	0.00	0.57	98%	21096	0	0	0.589945
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	greedytigs	11	na	runsapprox	1.82	0.10	1.70	99%	155016	4144	0	1.829655
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.9	greedytigs	11	na	default	0.11	0.02	0.11	114%	21772	0	0	0.130429
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.9	greedytigs	11	na	ones	0.50	0.03	0.45	97%	21096	3488	0	0.505472
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	greedytigs	11	na	runsapprox	1.74	0.06	1.67	99%	158948	416	0	1.751933
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_11.d_na.M_default	spneumo_pangenome_k32	1.0	greedytigs	11	na	default	0.12	0.02	0.09	93%	21240	0	0	0.140884
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_11.d_na.M_ones	spneumo_pangenome_k32	1.0	greedytigs	11	na	ones	0.46	0.01	0.44	98%	21096	3640	0	0.472027
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	greedytigs	11	na	runsapprox	1.61	0.07	1.52	99%	161492	0	0	1.614723
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.000000001	matchtigs	11	na	default	0.07	0.01	0.05	94%	16136	0	0	0.080279
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.000000001	matchtigs	11	na	ones	0.00	0.00	0.00	66%	4064	0	0	0.006158
spneumo_pangenome_k32.r_0.000000001.S_matchtigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	matchtigs	11	na	runsapprox	0.00	0.00	0.00	60%	4192	8	0	0.009104
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.0001	matchtigs	11	na	default	0.06	0.01	0.05	95%	16148	0	0	0.072795
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.0001	matchtigs	11	na	ones	0.00	0.00	0.00	40%	4064	8	0	0.007963
spneumo_pangenome_k32.r_0.0001.S_matchtigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	matchtigs	11	na	runsapprox	0.00	0.00	0.00	100%	4220	0	0	0.006411
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.001	matchtigs	11	na	default	0.07	0.01	0.05	97%	16256	0	0	0.081434
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.001	matchtigs	11	na	ones	0.00	0.00	0.00	71%	4084	40	0	0.01018
spneumo_pangenome_k32.r_0.001.S_matchtigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	matchtigs	11	na	runsapprox	0.00	0.00	0.00	100%	4360	0	0	0.009874
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.01	matchtigs	11	na	default	0.10	0.02	0.08	100%	17348	0	0	0.111562
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.01	matchtigs	11	na	ones	0.02	0.00	0.02	92%	4468	0	0	0.029004
spneumo_pangenome_k32.r_0.01.S_matchtigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	matchtigs	11	na	runsapprox	0.04	0.00	0.03	95%	5776	0	0	0.06076
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_11.d_na.M_default	spneumo_pangenome_k32	0.4	matchtigs	11	na	default	0.41	0.02	0.50	128%	31732	0	0	0.426802
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_11.d_na.M_ones	spneumo_pangenome_k32	0.4	matchtigs	11	na	ones	0.53	0.01	0.50	97%	12644	5056	0	0.534812
spneumo_pangenome_k32.r_0.4.S_matchtigs.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	matchtigs	11	na	runsapprox	1.57	0.06	1.49	98%	92992	0	0	1.576624
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.000000001	prophasm	11	na	default	0.07	0.01	0.05	96%	16136	0	0	0.084092
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.000000001	prophasm	11	na	ones	0.00	0.00	0.00	66%	4064	0	0	0.005664
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	prophasm	11	na	runsapprox	0.00	0.00	0.00	50%	4192	8	0	0.007088
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.0001	prophasm	11	na	default	0.05	0.02	0.03	96%	16148	0	0	0.062814
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.0001	prophasm	11	na	ones	0.00	0.00	0.00	100%	4064	0	0	0.005319
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	prophasm	11	na	runsapprox	0.00	0.00	0.00	60%	4220	8	0	0.008597
spneumo_pangenome_k32.r_0.001.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.001	prophasm	11	na	default	0.07	0.02	0.04	97%	16256	0	0	0.078244
spneumo_pangenome_k32.r_0.001.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.001	prophasm	11	na	ones	0.00	0.00	0.00	80%	4084	0	0	0.008627
spneumo_pangenome_k32.r_0.001.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	prophasm	11	na	runsapprox	0.00	0.00	0.00	75%	4360	40	0	0.011761
spneumo_pangenome_k32.r_0.01.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.01	prophasm	11	na	default	0.14	0.02	0.09	75%	17344	0	0	0.154302
spneumo_pangenome_k32.r_0.01.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.01	prophasm	11	na	ones	0.02	0.00	0.02	86%	4472	0	0	0.037171
spneumo_pangenome_k32.r_0.01.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	prophasm	11	na	runsapprox	0.03	0.00	0.03	100%	5788	0	0	0.039095
spneumo_pangenome_k32.r_0.05.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.05	prophasm	11	na	default	0.18	0.02	0.19	117%	21240	0	0	0.198409
spneumo_pangenome_k32.r_0.05.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.05	prophasm	11	na	ones	0.09	0.00	0.08	96%	5228	192	0	0.094813
spneumo_pangenome_k32.r_0.05.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	prophasm	11	na	runsapprox	0.19	0.02	0.16	97%	13752	1248	0	0.192537
spneumo_pangenome_k32.r_0.1.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.1	prophasm	11	na	default	0.26	0.02	0.30	123%	25200	0	0	0.281654
spneumo_pangenome_k32.r_0.1.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.1	prophasm	11	na	ones	0.19	0.00	0.18	97%	6256	2520	0	0.202397
spneumo_pangenome_k32.r_0.1.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	prophasm	11	na	runsapprox	0.39	0.02	0.37	99%	24992	0	0	0.397779
spneumo_pangenome_k32.r_0.2.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.2	prophasm	11	na	default	0.37	0.05	0.41	126%	30216	0	0	0.387038
spneumo_pangenome_k32.r_0.2.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.2	prophasm	11	na	ones	0.33	0.01	0.31	97%	8424	0	0	0.334277
spneumo_pangenome_k32.r_0.2.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	prophasm	11	na	runsapprox	0.72	0.05	0.65	98%	46216	4048	0	0.724866
spneumo_pangenome_k32.r_0.3.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.3	prophasm	11	na	default	0.51	0.03	0.53	109%	35008	0	0	0.537926
spneumo_pangenome_k32.r_0.3.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.3	prophasm	11	na	ones	0.42	0.00	0.40	96%	12648	5064	0	0.427165
spneumo_pangenome_k32.r_0.3.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	prophasm	11	na	runsapprox	1.39	0.04	1.34	99%	76964	0	0	1.4003
spneumo_pangenome_k32.r_0.4.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.4	prophasm	11	na	default	0.50	0.03	0.57	121%	37056	0	0	0.521277
spneumo_pangenome_k32.r_0.4.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.4	prophasm	11	na	ones	0.62	0.00	0.60	98%	12648	5768	0	0.625615
spneumo_pangenome_k32.r_0.4.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	prophasm	11	na	runsapprox	1.81	0.05	1.75	99%	94488	0	0	1.820113
spneumo_pangenome_k32.r_0.5.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.5	prophasm	11	na	default	0.62	0.05	0.59	104%	38040	0	0	0.640481
spneumo_pangenome_k32.r_0.5.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.5	prophasm	11	na	ones	0.57	0.01	0.54	98%	12648	4832	0	0.574589
spneumo_pangenome_k32.r_0.5.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	prophasm	11	na	runsapprox	1.82	0.05	1.76	99%	109588	1424	0	1.829632
spneumo_pangenome_k32.r_0.6.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.6	prophasm	11	na	default	0.53	0.02	0.64	125%	38440	0	0	0.553498
spneumo_pangenome_k32.r_0.6.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.6	prophasm	11	na	ones	0.77	0.01	0.75	99%	21096	6544	0	0.775965
spneumo_pangenome_k32.r_0.6.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	prophasm	11	na	runsapprox	2.80	0.10	2.68	99%	151596	0	0	2.807289
spneumo_pangenome_k32.r_0.7.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.7	prophasm	11	na	default	0.56	0.04	0.57	108%	37864	0	0	0.592665
spneumo_pangenome_k32.r_0.7.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.7	prophasm	11	na	ones	0.97	0.00	0.95	98%	21096	6632	0	0.980935
spneumo_pangenome_k32.r_0.7.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	prophasm	11	na	runsapprox	2.65	0.10	2.53	99%	163336	0	0	2.654249
spneumo_pangenome_k32.r_0.8.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.8	prophasm	11	na	default	0.44	0.05	0.52	130%	36276	0	0	0.464097
spneumo_pangenome_k32.r_0.8.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.8	prophasm	11	na	ones	0.64	0.02	0.60	98%	21096	6472	0	0.643176
spneumo_pangenome_k32.r_0.8.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	prophasm	11	na	runsapprox	2.90	0.09	2.78	99%	173292	0	0	2.903484
spneumo_pangenome_k32.r_0.9.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	0.9	prophasm	11	na	default	0.40	0.02	0.47	124%	32260	0	0	0.41923
spneumo_pangenome_k32.r_0.9.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	0.9	prophasm	11	na	ones	0.61	0.02	0.58	98%	21096	6000	0	0.612906
spneumo_pangenome_k32.r_0.9.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	prophasm	11	na	runsapprox	2.76	0.10	2.64	99%	178784	0	0	2.766001
spneumo_pangenome_k32.r_1.0.S_prophasm.k_11.d_na.M_default	spneumo_pangenome_k32	1.0	prophasm	11	na	default	0.25	0.02	0.31	132%	26980	0	0	0.275264
spneumo_pangenome_k32.r_1.0.S_prophasm.k_11.d_na.M_ones	spneumo_pangenome_k32	1.0	prophasm	11	na	ones	0.60	0.02	0.57	99%	21096	4944	0	0.605119
spneumo_pangenome_k32.r_1.0.S_prophasm.k_11.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	prophasm	11	na	runsapprox	2.11	0.07	2.02	99%	173708	0	0	2.116362
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.000000001	eulertigs	13	na	default	0.07	0.02	0.05	96%	16136	0	0	0.085028
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.000000001	eulertigs	13	na	ones	0.00	0.00	0.00	75%	4064	8	0	0.007472
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	eulertigs	13	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.004446
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.0001	eulertigs	13	na	default	0.07	0.02	0.04	95%	16172	0	0	0.075714
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.0001	eulertigs	13	na	ones	0.00	0.00	0.00	80%	4076	16	0	0.00825
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	eulertigs	13	na	runsapprox	0.00	0.00	0.00	100%	4264	0	0	0.007141
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.001	eulertigs	13	na	default	0.06	0.00	0.05	98%	16608	0	0	0.067924
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.001	eulertigs	13	na	ones	0.01	0.00	0.01	100%	4164	0	0	0.014882
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	eulertigs	13	na	runsapprox	0.01	0.00	0.00	88%	4644	128	0	0.019253
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.01	eulertigs	13	na	default	0.14	0.01	0.15	113%	19920	0	0	0.157796
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.01	eulertigs	13	na	ones	0.08	0.00	0.08	96%	4720	480	0	0.088229
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	eulertigs	13	na	runsapprox	0.17	0.00	0.16	97%	8780	784	0	0.174138
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.05	eulertigs	13	na	default	0.54	0.04	0.54	107%	36396	0	0	0.569783
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.05	eulertigs	13	na	ones	0.44	0.00	0.43	98%	8424	5896	0	0.451924
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	eulertigs	13	na	runsapprox	0.73	0.01	0.71	98%	35060	0	0	0.737029
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.1	eulertigs	13	na	default	0.90	0.04	1.09	125%	52644	0	0	0.934841
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.1	eulertigs	13	na	ones	1.01	0.00	0.98	98%	12644	10912	0	1.013892
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	eulertigs	13	na	runsapprox	1.77	0.06	1.68	98%	68644	0	0	1.77736
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.2	eulertigs	13	na	default	1.80	0.11	1.77	104%	77624	0	0	1.843956
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.2	eulertigs	13	na	ones	1.70	0.04	1.63	98%	21092	18776	0	1.704651
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	eulertigs	13	na	runsapprox	4.26	0.09	4.13	99%	138860	0	0	4.270726
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.3	eulertigs	13	na	default	1.63	0.08	2.13	135%	94752	0	0	1.684996
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.3	eulertigs	13	na	ones	2.66	0.01	2.63	99%	21096	24360	0	2.669496
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	eulertigs	13	na	runsapprox	7.64	0.17	7.43	99%	186428	0	0	7.65042
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.4	eulertigs	13	na	default	1.81	0.05	2.48	140%	105892	0	0	1.868525
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.4	eulertigs	13	na	ones	3.34	0.04	3.26	99%	38000	28128	0	3.347556
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	eulertigs	13	na	runsapprox	6.99	0.15	6.81	99%	284976	0	0	6.996304
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.5	eulertigs	13	na	default	1.73	0.10	2.46	148%	112184	0	0	1.783739
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.5	eulertigs	13	na	ones	3.94	0.05	3.87	99%	38000	30352	0	3.951298
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	eulertigs	13	na	runsapprox	8.95	0.19	8.73	99%	331900	0	0	8.959145
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.6	eulertigs	13	na	default	1.65	0.10	2.37	150%	112956	0	0	1.708719
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.6	eulertigs	13	na	ones	5.68	0.06	5.58	99%	38000	18400	0	5.691139
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	eulertigs	13	na	runsapprox	12.05	0.39	11.62	99%	375772	12712	0	12.055916
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.7	eulertigs	13	na	default	1.92	0.09	2.55	138%	109208	0	0	1.981632
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.7	eulertigs	13	na	ones	4.58	0.07	4.48	99%	72268	30520	0	4.589011
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	eulertigs	13	na	runsapprox	9.68	0.22	9.44	99%	513204	0	0	9.687238
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.8	eulertigs	13	na	default	1.33	0.11	1.95	153%	100052	0	0	1.390174
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.8	eulertigs	13	na	ones	3.95	0.07	3.86	99%	72272	28520	0	3.955203
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	eulertigs	13	na	runsapprox	9.92	0.19	9.71	99%	546672	0	0	9.9285
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.9	eulertigs	13	na	default	1.19	0.08	1.64	144%	85384	0	0	1.241791
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.9	eulertigs	13	na	ones	3.80	0.04	3.73	99%	72272	25072	0	3.80596
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	eulertigs	13	na	runsapprox	11.11	0.23	10.83	99%	592072	0	0	11.11838
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_13.d_na.M_default	spneumo_pangenome_k32	1.0	eulertigs	13	na	default	0.98	0.07	1.28	137%	64456	0	0	1.034052
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_13.d_na.M_ones	spneumo_pangenome_k32	1.0	eulertigs	13	na	ones	3.63	0.06	3.53	99%	72268	20016	0	3.638559
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	eulertigs	13	na	runsapprox	10.75	0.41	10.30	99%	585760	0	0	10.759695
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_13.d_na.M_default	spneumo_pangenome_k32	0.000000001	greedytigs	13	na	default	0.07	0.02	0.05	96%	16140	0	0	0.084265
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_13.d_na.M_ones	spneumo_pangenome_k32	0.000000001	greedytigs	13	na	ones	0.00	0.00	0.00	50%	4064	8	0	0.006366
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_13.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	greedytigs	13	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.005426
