pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.3	eulertigs	17	na	ones	6.42	0.08	6.31	99%	38000	31712	0	6.426102
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	eulertigs	17	na	runsapprox	11.61	0.13	11.41	99%	272332	19256	0	11.617886
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.4	eulertigs	17	na	default	2.62	0.16	3.67	146%	194316	0	0	2.724468
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.4	eulertigs	17	na	ones	9.07	0.06	8.99	99%	38000	59080	0	9.07441
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	eulertigs	17	na	runsapprox	14.15	0.15	13.95	99%	305104	0	0	14.155839
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.5	eulertigs	17	na	default	3.11	0.17	4.08	137%	202964	0	0	3.22185
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.5	eulertigs	17	na	ones	8.72	0.08	8.61	99%	72272	62896	0	8.731772
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	eulertigs	17	na	runsapprox	14.78	0.29	14.44	99%	452680	0	0	14.789005
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.6	eulertigs	17	na	default	3.11	0.19	4.34	146%	197856	0	0	3.211481
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.6	eulertigs	17	na	ones	9.26	0.09	9.08	99%	72532	62496	0	9.271708
spneumo_pangenome_k32.r_0.6.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	eulertigs	17	na	runsapprox	15.27	0.15	15.09	99%	541584	0	0	15.285216
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.7	eulertigs	17	na	default	2.34	0.12	3.34	148%	179000	0	0	2.4319
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.7	eulertigs	17	na	ones	11.28	0.18	11.03	99%	72272	57904	0	11.285158
spneumo_pangenome_k32.r_0.7.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	eulertigs	17	na	runsapprox	18.12	0.50	17.55	99%	543676	0	0	18.12399
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.8	eulertigs	17	na	default	2.02	0.15	2.84	147%	147316	0	0	2.10605
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.8	eulertigs	17	na	ones	9.88	0.07	9.76	99%	72272	49216	0	9.882213
spneumo_pangenome_k32.r_0.8.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	eulertigs	17	na	runsapprox	18.43	0.31	18.08	99%	585008	0	0	18.437033
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.9	eulertigs	17	na	default	1.11	0.06	1.70	159%	103428	0	0	1.17752
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.9	eulertigs	17	na	ones	7.67	0.06	7.58	99%	72272	36440	0	7.6781
spneumo_pangenome_k32.r_0.9.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	eulertigs	17	na	runsapprox	16.70	0.38	16.25	99%	623744	0	0	16.707029
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_default	spneumo_pangenome_k32	1.0	eulertigs	17	na	default	0.47	0.06	0.62	146%	48164	0	0	0.510374
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_ones	spneumo_pangenome_k32	1.0	eulertigs	17	na	ones	3.36	0.04	3.31	99%	141080	19664	0	3.372462
spneumo_pangenome_k32.r_1.0.S_eulertigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	eulertigs	17	na	runsapprox	8.72	0.29	8.38	99%	860200	0	0	8.731041
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.000000001	greedytigs	17	na	default	0.07	0.01	0.04	94%	16140	0	0	0.076824
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.000000001	greedytigs	17	na	ones	0.00	0.00	0.00	60%	4064	8	0	0.008021
spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	greedytigs	17	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.00629
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.0001	greedytigs	17	na	default	0.07	0.01	0.05	96%	16200	0	0	0.08134
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.0001	greedytigs	17	na	ones	0.00	0.00	0.00	100%	4076	0	0	0.006692
spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	greedytigs	17	na	runsapprox	0.00	0.00	0.00	71%	4280	24	0	0.01008
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.001	greedytigs	17	na	default	0.08	0.01	0.06	102%	16920	0	0	0.085164
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.001	greedytigs	17	na	ones	0.02	0.00	0.01	85%	4228	240	0	0.023759
spneumo_pangenome_k32.r_0.001.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	greedytigs	17	na	runsapprox	0.02	0.00	0.02	100%	4948	0	0	0.030679
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.01	greedytigs	17	na	default	0.20	0.02	0.20	114%	23088	0	0	0.216198
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.01	greedytigs	17	na	ones	0.17	0.00	0.16	97%	5232	2272	0	0.180167
spneumo_pangenome_k32.r_0.01.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	greedytigs	17	na	runsapprox	0.25	0.01	0.24	97%	12860	88	0	0.259517
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.05	greedytigs	17	na	default	0.81	0.03	0.81	104%	52148	0	0	0.852649
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.05	greedytigs	17	na	ones	0.97	0.00	0.94	97%	8424	11336	0	0.982143
spneumo_pangenome_k32.r_0.05.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	greedytigs	17	na	runsapprox	1.55	0.04	1.48	98%	42588	0	0	1.555345
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.1	greedytigs	17	na	default	1.55	0.08	1.52	103%	83404	0	0	1.598427
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.1	greedytigs	17	na	ones	2.16	0.04	2.08	98%	12648	21504	0	2.171126
spneumo_pangenome_k32.r_0.1.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	greedytigs	17	na	runsapprox	2.99	0.08	2.87	99%	80636	0	0	2.997156
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.2	greedytigs	17	na	default	2.02	0.15	2.60	136%	134808	0	0	2.103401
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.2	greedytigs	17	na	ones	3.81	0.04	3.75	99%	21096	38464	0	3.817927
spneumo_pangenome_k32.r_0.2.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	greedytigs	17	na	runsapprox	7.73	0.14	7.54	99%	157012	0	0	7.740947
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.3	greedytigs	17	na	default	2.71	0.13	3.55	135%	171764	0	0	2.808317
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.3	greedytigs	17	na	ones	7.35	0.09	7.23	99%	38000	50968	0	7.359095
spneumo_pangenome_k32.r_0.3.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	greedytigs	17	na	runsapprox	13.92	0.17	13.72	99%	272404	0	0	13.92797
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.4	greedytigs	17	na	default	3.03	0.15	3.98	136%	194460	0	0	3.13195
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.4	greedytigs	17	na	ones	8.22	0.05	8.12	99%	38000	59064	0	8.230835
spneumo_pangenome_k32.r_0.4.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	greedytigs	17	na	runsapprox	15.63	0.17	15.38	99%	304960	0	0	15.640133
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.5	greedytigs	17	na	default	3.44	0.21	4.15	126%	202904	0	0	3.556994
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.5	greedytigs	17	na	ones	9.35	0.07	9.20	99%	72272	0	0	9.35796
spneumo_pangenome_k32.r_0.5.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	greedytigs	17	na	runsapprox	13.20	0.20	12.95	99%	452688	62848	0	13.207689
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.6	greedytigs	17	na	default	2.90	0.20	3.94	142%	197340	0	0	3.014414
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.6	greedytigs	17	na	ones	8.72	0.08	8.60	99%	72272	0	0	8.722262
spneumo_pangenome_k32.r_0.6.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	greedytigs	17	na	runsapprox	14.47	0.23	14.21	99%	541776	62384	0	14.475999
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.7	greedytigs	17	na	default	2.62	0.11	3.63	143%	178220	0	0	2.717123
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.7	greedytigs	17	na	ones	12.17	0.11	11.99	99%	72532	57656	0	12.181747
spneumo_pangenome_k32.r_0.7.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	greedytigs	17	na	runsapprox	17.79	0.26	17.49	99%	544188	0	0	17.800156
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.8	greedytigs	17	na	default	2.15	0.14	2.93	142%	145304	0	0	2.236671
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.8	greedytigs	17	na	ones	8.92	0.07	8.82	99%	72272	48712	0	8.931766
spneumo_pangenome_k32.r_0.8.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	greedytigs	17	na	runsapprox	16.62	0.27	16.31	99%	586572	0	0	16.630169
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	0.9	greedytigs	17	na	default	1.28	0.10	1.83	150%	99368	0	0	1.347276
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	0.9	greedytigs	17	na	ones	8.71	0.09	8.56	99%	72272	35480	0	8.720781
spneumo_pangenome_k32.r_0.9.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	greedytigs	17	na	runsapprox	16.03	0.43	15.56	99%	628988	0	0	16.039102
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_17.d_na.M_default	spneumo_pangenome_k32	1.0	greedytigs	17	na	default	0.27	0.03	0.39	159%	38724	0	0	0.31015
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_17.d_na.M_ones	spneumo_pangenome_k32	1.0	greedytigs	17	na	ones	4.21	0.06	4.12	99%	141080	17864	0	4.215834
spneumo_pangenome_k32.r_1.0.S_greedytigs.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	greedytigs	17	na	runsapprox	9.29	0.37	8.88	99%	878736	0	0	9.295528
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.000000001	prophasm	17	na	default	0.07	0.01	0.06	94%	16136	0	0	0.080756
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.000000001	prophasm	17	na	ones	0.00	0.00	0.00	100%	4060	0	0	0.007485
spneumo_pangenome_k32.r_0.000000001.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	prophasm	17	na	runsapprox	0.00	0.00	0.00	60%	4192	8	0	0.008179
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.0001	prophasm	17	na	default	0.06	0.01	0.05	96%	16200	0	0	0.069853
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.0001	prophasm	17	na	ones	0.00	0.00	0.00	66%	4076	24	0	0.009417
spneumo_pangenome_k32.r_0.0001.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	prophasm	17	na	runsapprox	0.00	0.00	0.00	80%	4280	0	0	0.008173
spneumo_pangenome_k32.r_0.001.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.001	prophasm	17	na	default	0.08	0.01	0.07	103%	16920	0	0	0.090164
spneumo_pangenome_k32.r_0.001.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.001	prophasm	17	na	ones	0.01	0.00	0.00	88%	4228	0	0	0.020514
spneumo_pangenome_k32.r_0.001.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	prophasm	17	na	runsapprox	0.02	0.00	0.02	93%	4948	240	0	0.032021
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.01	prophasm	17	na	default	0.18	0.01	0.20	119%	23088	0	0	0.191447
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.01	prophasm	17	na	ones	0.18	0.01	0.16	95%	5232	2360	0	0.186204
spneumo_pangenome_k32.r_0.01.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	prophasm	17	na	runsapprox	0.29	0.01	0.27	95%	12860	0	0	0.300655
spneumo_pangenome_k32.r_0.05.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.05	prophasm	17	na	default	0.60	0.05	0.76	136%	52148	0	0	0.630579
spneumo_pangenome_k32.r_0.05.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.05	prophasm	17	na	ones	0.95	0.01	0.91	97%	8424	11336	0	0.959587
spneumo_pangenome_k32.r_0.05.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	prophasm	17	na	runsapprox	1.62	0.05	1.55	98%	42588	0	0	1.625405
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.1	prophasm	17	na	default	1.37	0.09	1.50	115%	83512	0	0	1.425178
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.1	prophasm	17	na	ones	1.83	0.02	1.78	98%	12648	20192	0	1.842064
spneumo_pangenome_k32.r_0.1.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	prophasm	17	na	runsapprox	2.89	0.08	2.78	99%	80972	1312	0	2.894014
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.2	prophasm	17	na	default	2.25	0.11	2.69	124%	134808	0	0	2.322878
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.2	prophasm	17	na	ones	4.71	0.04	4.65	99%	21096	38464	0	4.716984
spneumo_pangenome_k32.r_0.2.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	prophasm	17	na	runsapprox	8.08	0.21	7.83	99%	157112	0	0	8.084255
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.3	prophasm	17	na	default	2.41	0.16	3.11	135%	171680	0	0	2.506347
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.3	prophasm	17	na	ones	5.97	0.07	5.85	99%	38000	50968	0	5.981341
spneumo_pangenome_k32.r_0.3.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	prophasm	17	na	runsapprox	14.50	0.34	14.08	99%	272436	0	0	14.511133
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.4	prophasm	17	na	default	2.61	0.20	3.54	143%	194488	0	0	2.714788
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.4	prophasm	17	na	ones	9.41	0.11	9.21	99%	38000	59080	0	9.415214
spneumo_pangenome_k32.r_0.4.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	prophasm	17	na	runsapprox	17.99	0.27	17.65	99%	305340	0	0	17.997126
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.5	prophasm	17	na	default	2.63	0.11	3.74	146%	202964	0	0	2.744222
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.5	prophasm	17	na	ones	8.38	0.09	8.22	99%	72272	62896	0	8.386636
spneumo_pangenome_k32.r_0.5.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.5	prophasm	17	na	runsapprox	14.38	0.23	14.12	99%	452764	0	0	14.38378
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.6	prophasm	17	na	default	2.84	0.13	3.90	142%	197912	0	0	2.954299
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.6	prophasm	17	na	ones	7.76	0.09	7.65	99%	72272	62496	0	7.765006
spneumo_pangenome_k32.r_0.6.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.6	prophasm	17	na	runsapprox	15.91	0.23	15.60	99%	541408	0	0	15.920957
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.7	prophasm	17	na	default	2.44	0.22	3.40	147%	179032	0	0	2.549507
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.7	prophasm	17	na	ones	9.63	0.09	9.31	97%	72272	57904	0	9.633113
spneumo_pangenome_k32.r_0.7.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.7	prophasm	17	na	runsapprox	18.14	0.33	17.78	99%	543980	0	0	18.149694
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.8	prophasm	17	na	default	2.13	0.12	2.94	143%	147440	0	0	2.223974
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.8	prophasm	17	na	ones	8.25	0.06	8.15	99%	72272	49216	0	8.25788
spneumo_pangenome_k32.r_0.8.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.8	prophasm	17	na	runsapprox	24.51	0.32	24.10	99%	585392	0	0	24.520522
spneumo_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	0.9	prophasm	17	na	default	1.25	0.09	1.78	149%	103624	0	0	1.325258
spneumo_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	0.9	prophasm	17	na	ones	7.76	0.10	7.62	99%	72272	36440	0	7.763483
spneumo_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	0.9	prophasm	17	na	runsapprox	14.82	0.25	14.53	99%	623860	0	0	14.828651
spneumo_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.M_default	spneumo_pangenome_k32	1.0	prophasm	17	na	default	0.44	0.04	0.63	151%	48160	0	0	0.481637
spneumo_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.M_ones	spneumo_pangenome_k32	1.0	prophasm	17	na	ones	4.23	0.08	4.11	99%	141080	1248	0	4.233831
spneumo_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.M_runsapprox	spneumo_pangenome_k32	1.0	prophasm	17	na	runsapprox	11.70	0.38	11.27	99%	860080	18416	0	11.709285
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.000000001	eulertigs	19	na	default	0.07	0.02	0.05	96%	16136	0	0	0.083783
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.000000001	eulertigs	19	na	ones	0.00	0.00	0.00	75%	4064	8	0	0.008125
spneumo_pangenome_k32.r_0.000000001.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.000000001	eulertigs	19	na	runsapprox	0.00	0.00	0.00	100%	4192	0	0	0.006784
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.0001	eulertigs	19	na	default	0.06	0.00	0.05	96%	16220	0	0	0.071307
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.0001	eulertigs	19	na	ones	0.00	0.00	0.00	50%	4076	0	0	0.010872
spneumo_pangenome_k32.r_0.0001.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.0001	eulertigs	19	na	runsapprox	0.00	0.00	0.00	71%	4284	32	0	0.010307
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.001	eulertigs	19	na	default	0.07	0.01	0.05	102%	17060	0	0	0.083255
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.001	eulertigs	19	na	ones	0.01	0.00	0.01	88%	4228	280	0	0.02078
spneumo_pangenome_k32.r_0.001.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.001	eulertigs	19	na	runsapprox	0.03	0.00	0.02	96%	4944	0	0	0.035713
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.01	eulertigs	19	na	default	0.19	0.03	0.19	121%	23616	0	0	0.205257
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.01	eulertigs	19	na	ones	0.20	0.00	0.19	97%	5232	0	0	0.210222
spneumo_pangenome_k32.r_0.01.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.01	eulertigs	19	na	runsapprox	0.33	0.00	0.32	97%	12860	2776	0	0.336529
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.05	eulertigs	19	na	default	0.86	0.07	0.84	105%	54788	0	0	0.901613
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.05	eulertigs	19	na	ones	1.13	0.02	1.09	97%	8424	13336	0	1.142517
spneumo_pangenome_k32.r_0.05.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.05	eulertigs	19	na	runsapprox	1.89	0.06	1.81	99%	43364	0	0	1.895385
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.1	eulertigs	19	na	default	1.30	0.09	1.64	133%	88348	0	0	1.35648
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.1	eulertigs	19	na	ones	2.41	0.03	2.33	98%	12648	19680	0	2.414412
spneumo_pangenome_k32.r_0.1.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.1	eulertigs	19	na	runsapprox	4.01	0.07	3.87	98%	82316	5640	0	4.018961
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.2	eulertigs	19	na	default	2.01	0.12	2.79	144%	143712	0	0	2.091153
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.2	eulertigs	19	na	ones	5.60	0.05	5.51	99%	21096	45248	0	5.603028
spneumo_pangenome_k32.r_0.2.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.2	eulertigs	19	na	runsapprox	10.56	0.15	10.37	99%	160136	0	0	10.564055
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.3	eulertigs	19	na	default	2.60	0.14	3.67	146%	183400	0	0	2.717075
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.3	eulertigs	19	na	ones	7.60	0.08	7.45	99%	38000	59896	0	7.609132
spneumo_pangenome_k32.r_0.3.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.3	eulertigs	19	na	runsapprox	12.82	0.18	12.55	99%	271600	0	0	12.823981
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.4	eulertigs	19	na	default	3.43	0.18	4.33	131%	207652	0	0	3.540189
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_19.d_na.M_ones	spneumo_pangenome_k32	0.4	eulertigs	19	na	ones	8.40	0.07	8.32	99%	38000	69344	0	8.409694
spneumo_pangenome_k32.r_0.4.S_eulertigs.k_19.d_na.M_runsapprox	spneumo_pangenome_k32	0.4	eulertigs	19	na	runsapprox	17.17	0.17	16.94	99%	314912	0	0	17.173584
spneumo_pangenome_k32.r_0.5.S_eulertigs.k_19.d_na.M_default	spneumo_pangenome_k32	0.5	eulertigs	19	na	default	3.20	0.22	4.40	144%	216768	0	0	3.347865
